,SCC,Data.Category,Short.Name,EI.Sector,Option.Group,Option.Set,SCC.Level.One,SCC.Level.Two,SCC.Level.Three,SCC.Level.Four,Map.To,Last.Inventory.Year,Created_Date,Revised_Date,Usage.Notes
1876,2265006035,Nonroad,"Off-highway Gasoline, 4-Stroke /Commercial Equipt /Hydro-power Units",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Commercial Equipment,Hydro-power Units,,,1/9/2006 0:00:00,,
1877,2265007000,Nonroad,"Off-highway Gasoline, 4-Stroke /Logging Equipt /Total",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Logging Equipment,Total,,2005,,7/25/2008 0:00:00,
1878,2265007005,Nonroad,"Off-highway Gasoline, 4-Stroke /Logging Equipt /Chain Saws : 6 HP",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Logging Equipment,Chain Saws : 6 HP,,2005,,7/25/2008 0:00:00,
1879,2265007010,Nonroad,"Off-highway Gasoline, 4-Stroke /Logging Equipt /Shredders : 6 HP",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Logging Equipment,Shredders : 6 HP,,,,12/10/1999 0:00:00,
1880,2265007015,Nonroad,"Off-highway Gasoline, 4-Stroke /Logging Equipt /Forest Equipt - Feller/Bunch/Skidder",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Logging Equipment,Forest Eqp - Feller/Bunch/Skidder,,,,12/10/1999 0:00:00,
1881,2265007020,Nonroad,"Off-highway Gasoline, 4-Stroke /Logging Equipt /Fellers/Bunchers",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Logging Equipment,Fellers/Bunchers,2265007015.0,2005,,7/25/2008 0:00:00,
1882,2265008000,Point,"Airport Ground Support Equipment, 4-Stroke Gasoline",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Airport Ground Support Equipment,All,2265008005.0,2005,,7/25/2008 0:00:00,
1883,2265008005,Point,"Airport Ground Support Equipment, 4-Stroke Gasoline",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Airport Ground Support Equipment,Airport Ground Support Equipment,,,,10/17/2007 0:00:00,
1884,2265008010,Nonroad,"Off-highway Gasoline, 4-Stroke /Airport Ground Support Equipt /Terminal Tractors",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Airport Ground Support Equipment,Terminal Tractors,,1999,,12/10/1999 0:00:00,
1885,2265009000,Nonroad,"Off-highway Gasoline, 4-Stroke /Underground Mining Equipt /All",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Underground Mining Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1886,2265009010,Nonroad,"Off-highway Gasoline, 4-Stroke /Underground Mining Equipt /Other Underground Mining Equipt",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Underground Mining Equipment,Other Underground Mining Equipment,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1887,2265010000,Nonroad,"Off-highway Gasoline, 4-Stroke /Industrial Equipt /All",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Industrial Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1888,2265010010,Nonroad,"Off-highway Gasoline, 4-Stroke /Industrial Equipt /Other Oil Field Equipt",Mobile - Non-Road Equipment - Gasoline,,,Mobile Sources,"Off-highway Vehicle Gasoline, 4-Stroke",Industrial Equipment,Other Oil Field Equipment,,,12/10/1999 0:00:00,,
1889,2267000000,Nonroad,Off-highway LPG /All Equipt except Rail & Marine /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,LPG Equipment except Rail and Marine,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1890,2267001000,Nonroad,Off-highway LPG /Recreational Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1891,2267001010,Nonroad,Off-highway LPG /Recreational Equipt /Motorcycles: Off-road,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,Motorcycles: Off-road,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1892,2267001020,Nonroad,Off-highway LPG /Recreational Equipt /Snowmobiles,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,Snowmobiles,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1893,2267001030,Nonroad,Off-highway LPG /Recreational Equipt /All Terrain Vehicles,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,All Terrain Vehicles,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1894,2267001040,Nonroad,Off-highway LPG /Recreational Equipt /Minibikes,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,Minibikes,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1895,2267001050,Nonroad,Off-highway LPG /Recreational Equipt /Golf Carts,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,Golf Carts,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1896,2267001060,Nonroad,Off-highway LPG /Recreational Equipt /Specialty Vehicles/Carts,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Recreational Equipment,Specialty Vehicles/Carts,,,12/10/1999 0:00:00,,
1897,2267002000,Nonroad,Off-highway LPG /Construction & Mining Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1898,2267002003,Nonroad,Off-highway LPG /Construction & Mining Equipt /Pavers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Pavers,,,12/10/1999 0:00:00,,
1899,2267002006,Nonroad,Off-highway LPG /Construction & Mining Equipt /Tampers/Rammers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Tampers/Rammers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1900,2267002009,Nonroad,Off-highway LPG /Construction & Mining Equipt /Plate Compactors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Plate Compactors,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1901,2267002015,Nonroad,Off-highway LPG /Construction & Mining Equipt /Rollers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Rollers,,,12/10/1999 0:00:00,,
1902,2267002018,Nonroad,Off-highway LPG /Construction & Mining Equipt /Scrapers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Scrapers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1903,2267002021,Nonroad,Off-highway LPG /Construction & Mining Equipt /Paving Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Paving Equipment,,,12/10/1999 0:00:00,,
1904,2267002024,Nonroad,Off-highway LPG /Construction & Mining Equipt /Surfacing Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Surfacing Equipment,,,12/10/1999 0:00:00,,
1905,2267002027,Nonroad,Off-highway LPG /Construction & Mining Equipt /Signal Boards/Light Plants,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Signal Boards/Light Plants,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1906,2267002030,Nonroad,Off-highway LPG /Construction & Mining Equipt /Trenchers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Trenchers,,,12/10/1999 0:00:00,,
1907,2267002033,Nonroad,Off-highway LPG /Construction & Mining Equipt /Bore/Drill Rigs,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Bore/Drill Rigs,,,12/10/1999 0:00:00,,
1908,2267002036,Nonroad,Off-highway LPG /Construction & Mining Equipt /Excavators,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Excavators,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1909,2267002039,Nonroad,Off-highway LPG /Construction & Mining Equipt /Concrete/Industrial Saws,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Concrete/Industrial Saws,,,12/10/1999 0:00:00,,
1910,2267002042,Nonroad,Off-highway LPG /Construction & Mining Equipt /Cement & Mortar Mixers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Cement and Mortar Mixers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1911,2267002045,Nonroad,Off-highway LPG /Construction & Mining Equipt /Cranes,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Cranes,,,12/10/1999 0:00:00,,
1912,2267002048,Nonroad,Off-highway LPG /Construction & Mining Equipt /Graders,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Graders,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1913,2267002051,Nonroad,Off-highway LPG /Construction & Mining Equipt /Off-highway Trucks,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Off-highway Trucks,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1914,2267002054,Nonroad,Off-highway LPG /Construction & Mining Equipt /Crushing/Processing Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Crushing/Processing Equipment,,,12/10/1999 0:00:00,,
1915,2267002057,Nonroad,Off-highway LPG /Construction & Mining Equipt /Rough Terrain Forklifts,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Rough Terrain Forklifts,,,12/10/1999 0:00:00,,
1916,2267002060,Nonroad,Off-highway LPG /Construction & Mining Equipt /Rubber Tire Loaders,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Rubber Tire Loaders,,,12/10/1999 0:00:00,,
1917,2267002063,Nonroad,Off-highway LPG /Construction & Mining Equipt /Rubber Tire Tractor/Dozers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Rubber Tire Tractor/Dozers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1918,2267002066,Nonroad,Off-highway LPG /Construction & Mining Equipt /Tractors/Loaders/Backhoes,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Tractors/Loaders/Backhoes,,,12/10/1999 0:00:00,,
1919,2267002069,Nonroad,Off-highway LPG /Construction & Mining Equipt /Crawler Tractor/Dozers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Crawler Tractor/Dozers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1920,2267002072,Nonroad,Off-highway LPG /Construction & Mining Equipt /Skid Steer Loaders,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Skid Steer Loaders,,,12/10/1999 0:00:00,,
1921,2267002075,Nonroad,Off-highway LPG /Construction & Mining Equipt /Off-highway Tractors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Off-highway Tractors,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1922,2267002078,Nonroad,Off-highway LPG /Construction & Mining Equipt /Dumpers/Tenders,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Dumpers/Tenders,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1923,2267002081,Nonroad,Off-highway LPG /Construction & Mining Equipt /Other Construction Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Construction and Mining Equipment,Other Construction Equipment,,,12/10/1999 0:00:00,,
1924,2267003000,Nonroad,Off-highway LPG /Industrial Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1925,2267003010,Nonroad,Off-highway LPG /Industrial Equipt /Aerial Lifts,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,Aerial Lifts,,,12/10/1999 0:00:00,,
1926,2267003020,Nonroad,Off-highway LPG /Industrial Equipt /Forklifts,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,Forklifts,,,12/10/1999 0:00:00,,
1927,2267003030,Nonroad,Off-highway LPG /Industrial Equipt /Sweepers/Scrubbers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,Sweepers/Scrubbers,,,12/10/1999 0:00:00,,
1928,2267003040,Nonroad,Off-highway LPG /Industrial Equipt /Other General Industrial Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,Other General Industrial Equipment,,,12/10/1999 0:00:00,,
1929,2267003050,Nonroad,Off-highway LPG /Industrial Equipt /Other Material H&ling Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,Other Material Handling Equipment,,,12/10/1999 0:00:00,,
1930,2267003060,Nonroad,Off-highway LPG /Industrial Equipt /AC\Refrigeration,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,AC\Refrigeration,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1931,2267003070,Nonroad,Off-highway LPG /Industrial Equipt /Terminal Tractors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Industrial Equipment,Terminal Tractors,,,12/10/1999 0:00:00,,
1932,2267004000,Nonroad,Off-highway LPG /Lawn & Garden Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1933,2267004010,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Lawn Mowers (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Lawn Mowers (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1934,2267004011,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Lawn Mowers (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Lawn Mowers (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1935,2267004015,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Rotary Tillers < 6 HP (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Rotary Tillers < 6 HP (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1936,2267004016,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Rotary Tillers < 6 HP (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Rotary Tillers < 6 HP (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1937,2267004020,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Chain Saws < 6 HP (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Chain Saws < 6 HP (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1938,2267004021,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Chain Saws < 6 HP (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Chain Saws < 6 HP (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1939,2267004025,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Trimmers/Edgers/Brush Cutters (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Trimmers/Edgers/Brush Cutters (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1940,2267004026,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Trimmers/Edgers/Brush Cutters (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Trimmers/Edgers/Brush Cutters (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1941,2267004030,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Leafblowers/Vacuums (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Leafblowers/Vacuums (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1942,2267004031,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Leafblowers/Vacuums (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Leafblowers/Vacuums (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1943,2267004035,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Snowblowers (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Snowblowers (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1944,2267004036,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Snowblowers (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Snowblowers (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1945,2267004040,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Rear Engine Riding Mowers (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Rear Engine Riding Mowers (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1946,2267004041,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Rear Engine Riding Mowers (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Rear Engine Riding Mowers (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1947,2267004045,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Front Mowers (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Front Mowers (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1948,2267004046,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Front Mowers (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Front Mowers (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1949,2267004050,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Shredders < 6 HP (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Shredders < 6 HP (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1950,2267004051,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Shredders < 6 HP (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Shredders < 6 HP (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1951,2267004055,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Lawn & Garden Tractors (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Lawn and Garden Tractors (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1952,2267004056,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Lawn & Garden Tractors (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Lawn and Garden Tractors (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1953,2267004060,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Wood Splitters (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Wood Splitters (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1954,2267004061,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Wood Splitters (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Wood Splitters (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1955,2267004065,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Chippers/Stump Grinders (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Chippers/Stump Grinders (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1956,2267004066,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Chippers/Stump Grinders (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Chippers/Stump Grinders (Commercial),,,12/10/1999 0:00:00,,
1957,2267004071,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Turf Equipt (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Turf Equipment (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1958,2267004075,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Other Lawn & Garden Equipt (Residential),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Other Lawn and Garden Equipment (Residential),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1959,2267004076,Nonroad,Off-highway LPG /Lawn & Garden Equipt /Other Lawn & Garden Equipt (Commercial),Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Lawn and Garden Equipment,Other Lawn and Garden Equipment (Commercial),,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1960,2267005000,Nonroad,Off-highway LPG /Agricultural Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1961,2267005010,Nonroad,Off-highway LPG /Agricultural Equipt /2-Wheel Tractors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,2-Wheel Tractors,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1962,2267005015,Nonroad,Off-highway LPG /Agricultural Equipt /Agricultural Tractors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Agricultural Tractors,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1963,2267005020,Nonroad,Off-highway LPG /Agricultural Equipt /Combines,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Combines,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1964,2267005025,Nonroad,Off-highway LPG /Agricultural Equipt /Balers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Balers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1965,2267005030,Nonroad,Off-highway LPG /Agricultural Equipt /Agricultural Mowers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Agricultural Mowers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1966,2267005035,Nonroad,Off-highway LPG /Agricultural Equipt /Sprayers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Sprayers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1967,2267005040,Nonroad,Off-highway LPG /Agricultural Equipt /Tillers : 6 HP,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Tillers : 6 HP,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1968,2267005045,Nonroad,Off-highway LPG /Agricultural Equipt /Swathers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Swathers,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1969,2267005050,Nonroad,Off-highway LPG /Agricultural Equipt /Hydro-power Units,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Hydro-power Units,2267006035.0,2002,12/10/1999 0:00:00,1/9/2006 0:00:00,
1970,2267005055,Nonroad,Off-highway LPG /Agricultural Equipt /Other Agricultural Equipt,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Other Agricultural Equipment,,,12/10/1999 0:00:00,,
1971,2267005060,Nonroad,Off-highway LPG /Agricultural Equipt /Irrigation Sets,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Agricultural Equipment,Irrigation Sets,,,12/10/1999 0:00:00,,
1972,2267006000,Nonroad,Off-highway LPG /Commercial Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1973,2267006005,Nonroad,Off-highway LPG /Commercial Equipt /Generator Sets,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Generator Sets,,,12/10/1999 0:00:00,,
1974,2267006010,Nonroad,Off-highway LPG /Commercial Equipt /Pumps,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Pumps,,,12/10/1999 0:00:00,,
1975,2267006015,Nonroad,Off-highway LPG /Commercial Equipt /Air Compressors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Air Compressors,,,12/10/1999 0:00:00,,
1976,2267006020,Nonroad,Off-highway LPG /Commercial Equipt /Gas Compressors,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Gas Compressors,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1977,2267006025,Nonroad,Off-highway LPG /Commercial Equipt /Welders,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Welders,,,12/10/1999 0:00:00,,
1978,2267006030,Nonroad,Off-highway LPG /Commercial Equipt /Pressure Washers,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Pressure Washers,,,12/10/1999 0:00:00,,
1979,2267006035,Nonroad,Off-highway LPG /Commercial Equipt /Hydro-power Units,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Commercial Equipment,Hydro-power Units,,,1/9/2006 0:00:00,,
1980,2267007000,Nonroad,Off-highway LPG /Logging Equipt /All,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Logging Equipment,All,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1981,2267007005,Nonroad,Off-highway LPG /Logging Equipt /Chain Saws : 6 HP,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Logging Equipment,Chain Saws : 6 HP,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1982,2267007010,Nonroad,Off-highway LPG /Logging Equipt /Shredders : 6 HP,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Logging Equipment,Shredders : 6 HP,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
1983,2267007015,Nonroad,Off-highway LPG /Logging Equipt /Forest Equipt - Feller/Bunch/Skidder,Mobile - Non-Road Equipment - Other,,,Mobile Sources,LPG,Logging Equipment,Forest Eqp - Feller/Bunch/Skidder,,2005,12/10/1999 0:00:00,7/25/2008 0:00:00,
