id,name,location,length,gain,highpoint,rating,features,description,trip,length_total,location_general,index
306,Shannon Ridge,North Cascades,"8.2 miles, roundtrip",2800,5400.0,3.83,Mountain views,"A welcome change of pace from some of the busier nearby hikes, this North Cascades ridge hike offers the same stunning views minus the crowds.",roundtrip,8.2,North Cascades,1553
306,Shannon Ridge,North Cascades,"8.2 miles, roundtrip",2800,5400.0,3.83,Ridges/passes,"A welcome change of pace from some of the busier nearby hikes, this North Cascades ridge hike offers the same stunning views minus the crowds.",roundtrip,8.2,North Cascades,1554
307,Sherman Peak Loop,Eastern Washington -- Okanogan Highlands/Kettle River Range,"5.9 miles, roundtrip",1800,6998.0,3.75,Wildflowers/Meadows,"This six mile loop offers a nice day hike option in the highlands of Eastern Washington, utilizing part of the scenic Kettle Crest Trail, and exploring the Sherman Pass area.",roundtrip,5.9,Eastern Washington,1555
307,Sherman Peak Loop,Eastern Washington -- Okanogan Highlands/Kettle River Range,"5.9 miles, roundtrip",1800,6998.0,3.75,Mountain views,"This six mile loop offers a nice day hike option in the highlands of Eastern Washington, utilizing part of the scenic Kettle Crest Trail, and exploring the Sherman Pass area.",roundtrip,5.9,Eastern Washington,1556
307,Sherman Peak Loop,Eastern Washington -- Okanogan Highlands/Kettle River Range,"5.9 miles, roundtrip",1800,6998.0,3.75,Dogs allowed on leash,"This six mile loop offers a nice day hike option in the highlands of Eastern Washington, utilizing part of the scenic Kettle Crest Trail, and exploring the Sherman Pass area.",roundtrip,5.9,Eastern Washington,1557
307,Sherman Peak Loop,Eastern Washington -- Okanogan Highlands/Kettle River Range,"5.9 miles, roundtrip",1800,6998.0,3.75,Summits,"This six mile loop offers a nice day hike option in the highlands of Eastern Washington, utilizing part of the scenic Kettle Crest Trail, and exploring the Sherman Pass area.",roundtrip,5.9,Eastern Washington,1558
307,Sherman Peak Loop,Eastern Washington -- Okanogan Highlands/Kettle River Range,"5.9 miles, roundtrip",1800,6998.0,3.75,Ridges/passes,"This six mile loop offers a nice day hike option in the highlands of Eastern Washington, utilizing part of the scenic Kettle Crest Trail, and exploring the Sherman Pass area.",roundtrip,5.9,Eastern Washington,1559
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Wildflowers/Meadows,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1560
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Ridges/passes,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1561
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Wildlife,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1562
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Mountain views,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1563
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Dogs allowed on leash,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1564
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Waterfalls,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1565
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Good for kids,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1566
308,Sheep Lake,Mount Rainier Area -- Chinook Pass - Hwy 410,"3.6 miles, roundtrip",400,5750.0,3.88,Lakes,"Sheep Lake is a picturesque alpine lake guarded by jagged-edged ridges. It makes a good destination for children, especially if you let them swim, play in the meadows, or explore the small rock outcroppings. Sheep Lake is also a worthy destination for adults who want a pause from daily life to enjoy the outdoors. The campsites around the perimeter are ideal for base camping or for backpacking with children.",roundtrip,3.6,Mount Rainier Area,1567
309,Sherlock Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",1580,6200.0,3.25,Wildflowers/Meadows,"On this remote hike in the Colville National Forest, you'll find wooded trails and panoramic views of the Columbia River, the Pend Oreille Valley, and Deep Creek.",roundtrip,7.0,Eastern Washington,1568
309,Sherlock Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",1580,6200.0,3.25,Mountain views,"On this remote hike in the Colville National Forest, you'll find wooded trails and panoramic views of the Columbia River, the Pend Oreille Valley, and Deep Creek.",roundtrip,7.0,Eastern Washington,1569
309,Sherlock Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",1580,6200.0,3.25,Dogs allowed on leash,"On this remote hike in the Colville National Forest, you'll find wooded trails and panoramic views of the Columbia River, the Pend Oreille Valley, and Deep Creek.",roundtrip,7.0,Eastern Washington,1570
309,Sherlock Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",1580,6200.0,3.25,Summits,"On this remote hike in the Colville National Forest, you'll find wooded trails and panoramic views of the Columbia River, the Pend Oreille Valley, and Deep Creek.",roundtrip,7.0,Eastern Washington,1571
309,Sherlock Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",1580,6200.0,3.25,Fall foliage,"On this remote hike in the Colville National Forest, you'll find wooded trails and panoramic views of the Columbia River, the Pend Oreille Valley, and Deep Creek.",roundtrip,7.0,Eastern Washington,1572
309,Sherlock Peak,Eastern Washington -- Selkirk Range,"7.0 miles, roundtrip",1580,6200.0,3.25,Rivers,"On this remote hike in the Colville National Forest, you'll find wooded trails and panoramic views of the Columbia River, the Pend Oreille Valley, and Deep Creek.",roundtrip,7.0,Eastern Washington,1573
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Wildflowers/Meadows,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1574
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Mountain views,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1575
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Wildlife,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1576
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Established campsites,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1577
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Dogs not allowed,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1578
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Good for kids,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1579
310,Shadow Lake - Sunrise Camp Loop,Mount Rainier Area -- NE - Sunrise/White River,"3.7 miles, roundtrip",200,5400.0,4.31,Lakes,"This sweet little loop leaves from the Sunrise Visitor Center at Mount Rainier and encompasses a lovely little lake, an unexpected campsite, and views of the mountain's eastern flanks and glaciers.",roundtrip,3.7,Mount Rainier Area,1580
311,Shriner Peak,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"8.5 miles, roundtrip",3434,5834.0,3.6,Mountain views,"Gorgeous weather and late-season color make this one of the most beautiful autumn hikes in Mount Rainier National Park. This hike is a tough climb, but the payoff is great views and lots of solitude.",roundtrip,8.5,Mount Rainier Area,1581
311,Shriner Peak,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"8.5 miles, roundtrip",3434,5834.0,3.6,Dogs not allowed,"Gorgeous weather and late-season color make this one of the most beautiful autumn hikes in Mount Rainier National Park. This hike is a tough climb, but the payoff is great views and lots of solitude.",roundtrip,8.5,Mount Rainier Area,1582
311,Shriner Peak,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"8.5 miles, roundtrip",3434,5834.0,3.6,Lakes,"Gorgeous weather and late-season color make this one of the most beautiful autumn hikes in Mount Rainier National Park. This hike is a tough climb, but the payoff is great views and lots of solitude.",roundtrip,8.5,Mount Rainier Area,1583
311,Shriner Peak,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"8.5 miles, roundtrip",3434,5834.0,3.6,Fall foliage,"Gorgeous weather and late-season color make this one of the most beautiful autumn hikes in Mount Rainier National Park. This hike is a tough climb, but the payoff is great views and lots of solitude.",roundtrip,8.5,Mount Rainier Area,1584
311,Shriner Peak,Mount Rainier Area -- SE - Cayuse Pass/Stevens Canyon,"8.5 miles, roundtrip",3434,5834.0,3.6,Ridges/passes,"Gorgeous weather and late-season color make this one of the most beautiful autumn hikes in Mount Rainier National Park. This hike is a tough climb, but the payoff is great views and lots of solitude.",roundtrip,8.5,Mount Rainier Area,1585
312,Round Mountain,Central Cascades -- Stevens Pass - East,"3.0 miles, roundtrip",1700,5700.0,3.33,Mountain views,"The hike to Round Mountain is a good one for those looking for a shorter hike than heading all the way to Alpine Lookout. The views aren't quite as good, but you'll still enjoy a good workout and a classic central Washington ridge walk.",roundtrip,3.0,Central Cascades,1586
312,Round Mountain,Central Cascades -- Stevens Pass - East,"3.0 miles, roundtrip",1700,5700.0,3.33,Dogs allowed on leash,"The hike to Round Mountain is a good one for those looking for a shorter hike than heading all the way to Alpine Lookout. The views aren't quite as good, but you'll still enjoy a good workout and a classic central Washington ridge walk.",roundtrip,3.0,Central Cascades,1587
312,Round Mountain,Central Cascades -- Stevens Pass - East,"3.0 miles, roundtrip",1700,5700.0,3.33,Summits,"The hike to Round Mountain is a good one for those looking for a shorter hike than heading all the way to Alpine Lookout. The views aren't quite as good, but you'll still enjoy a good workout and a classic central Washington ridge walk.",roundtrip,3.0,Central Cascades,1588
313,Sage Hills,Central Washington -- Wenatchee,"5.5 miles, roundtrip",650,800.0,3.12,Wildflowers/Meadows,"Just adjacent to the equally popular Horse Lake Reserve, the Sage Hills is home to great trails for hiking, running, or mountain biking. The rolling hills found at Sage Hills offer wonderful views of the Columbia River, the Wenatchee Valley and the North Cascades. Springtime brings vibrant color to the area with wild sage, yellow arrowleaf balsamroot, Indian paintbrush and purple lupine abound.",roundtrip,5.5,Central Washington,1589
313,Sage Hills,Central Washington -- Wenatchee,"5.5 miles, roundtrip",650,800.0,3.12,Mountain views,"Just adjacent to the equally popular Horse Lake Reserve, the Sage Hills is home to great trails for hiking, running, or mountain biking. The rolling hills found at Sage Hills offer wonderful views of the Columbia River, the Wenatchee Valley and the North Cascades. Springtime brings vibrant color to the area with wild sage, yellow arrowleaf balsamroot, Indian paintbrush and purple lupine abound.",roundtrip,5.5,Central Washington,1590
313,Sage Hills,Central Washington -- Wenatchee,"5.5 miles, roundtrip",650,800.0,3.12,Wildlife,"Just adjacent to the equally popular Horse Lake Reserve, the Sage Hills is home to great trails for hiking, running, or mountain biking. The rolling hills found at Sage Hills offer wonderful views of the Columbia River, the Wenatchee Valley and the North Cascades. Springtime brings vibrant color to the area with wild sage, yellow arrowleaf balsamroot, Indian paintbrush and purple lupine abound.",roundtrip,5.5,Central Washington,1591
313,Sage Hills,Central Washington -- Wenatchee,"5.5 miles, roundtrip",650,800.0,3.12,Good for kids,"Just adjacent to the equally popular Horse Lake Reserve, the Sage Hills is home to great trails for hiking, running, or mountain biking. The rolling hills found at Sage Hills offer wonderful views of the Columbia River, the Wenatchee Valley and the North Cascades. Springtime brings vibrant color to the area with wild sage, yellow arrowleaf balsamroot, Indian paintbrush and purple lupine abound.",roundtrip,5.5,Central Washington,1592
314,Saddle Rock,Central Washington -- Wenatchee,"2.0 miles, roundtrip",920,2000.0,3.5,Mountain views,"This is an excellent location for folks in Wenatchee looking to get some conditioning in during the winter months, or just wanting to stretch their legs after a long day behind a desk.",roundtrip,2.0,Central Washington,1593
314,Saddle Rock,Central Washington -- Wenatchee,"2.0 miles, roundtrip",920,2000.0,3.5,Dogs allowed on leash,"This is an excellent location for folks in Wenatchee looking to get some conditioning in during the winter months, or just wanting to stretch their legs after a long day behind a desk.",roundtrip,2.0,Central Washington,1594
315,Rockport State Park,North Cascades -- North Cascades Highway - Hwy 20,"3.0 miles, roundtrip",250,750.0,3.86,Old growth,The family friendly trails of 670-acre Rockport State Park explore an ancient forest where dappled sunlight illuminates mossy trees and lush ferns -- perfect for a springtime stroll.,roundtrip,3.0,North Cascades,1595
315,Rockport State Park,North Cascades -- North Cascades Highway - Hwy 20,"3.0 miles, roundtrip",250,750.0,3.86,Good for kids,The family friendly trails of 670-acre Rockport State Park explore an ancient forest where dappled sunlight illuminates mossy trees and lush ferns -- perfect for a springtime stroll.,roundtrip,3.0,North Cascades,1596
315,Rockport State Park,North Cascades -- North Cascades Highway - Hwy 20,"3.0 miles, roundtrip",250,750.0,3.86,Dogs allowed on leash,The family friendly trails of 670-acre Rockport State Park explore an ancient forest where dappled sunlight illuminates mossy trees and lush ferns -- perfect for a springtime stroll.,roundtrip,3.0,North Cascades,1597
317,Robinson Creek - Robinson Mountain,North Cascades -- Pasayten,"23.0 miles, roundtrip",2500,5000.0,3.12,Wildflowers/Meadows,"Robinson Creek provides hikers with views of the forest, river, meadows, and even ruins of several cabins belonging to Billy Robinson, an early fur trapper. This longer hike connects you to the Devil's Peak trail, or provides you with the opportunity to summit Robinson Mountain.",roundtrip,23.0,North Cascades,1598
317,Robinson Creek - Robinson Mountain,North Cascades -- Pasayten,"23.0 miles, roundtrip",2500,5000.0,3.12,Fall foliage,"Robinson Creek provides hikers with views of the forest, river, meadows, and even ruins of several cabins belonging to Billy Robinson, an early fur trapper. This longer hike connects you to the Devil's Peak trail, or provides you with the opportunity to summit Robinson Mountain.",roundtrip,23.0,North Cascades,1599
317,Robinson Creek - Robinson Mountain,North Cascades -- Pasayten,"23.0 miles, roundtrip",2500,5000.0,3.12,Rivers,"Robinson Creek provides hikers with views of the forest, river, meadows, and even ruins of several cabins belonging to Billy Robinson, an early fur trapper. This longer hike connects you to the Devil's Peak trail, or provides you with the opportunity to summit Robinson Mountain.",roundtrip,23.0,North Cascades,1600
318,Round Mountain,South Cascades -- Goat Rocks,"5.2 miles, roundtrip",1700,5970.0,4.08,Wildflowers/Meadows,"This short and sweet little hike to Round Mountain offers nice views, and a good half-day hike for those looking to explore the Goat Rocks Wilderness while staying at a nearby resort. Alternatively, you can tack it onto a longer day, make it a thru-hike, or even a side trip while hiking the PCT. For such a low-key destination, it’s remarkably accessible.",roundtrip,5.2,South Cascades,1601
318,Round Mountain,South Cascades -- Goat Rocks,"5.2 miles, roundtrip",1700,5970.0,4.08,Mountain views,"This short and sweet little hike to Round Mountain offers nice views, and a good half-day hike for those looking to explore the Goat Rocks Wilderness while staying at a nearby resort. Alternatively, you can tack it onto a longer day, make it a thru-hike, or even a side trip while hiking the PCT. For such a low-key destination, it’s remarkably accessible.",roundtrip,5.2,South Cascades,1602
318,Round Mountain,South Cascades -- Goat Rocks,"5.2 miles, roundtrip",1700,5970.0,4.08,Wildlife,"This short and sweet little hike to Round Mountain offers nice views, and a good half-day hike for those looking to explore the Goat Rocks Wilderness while staying at a nearby resort. Alternatively, you can tack it onto a longer day, make it a thru-hike, or even a side trip while hiking the PCT. For such a low-key destination, it’s remarkably accessible.",roundtrip,5.2,South Cascades,1603
318,Round Mountain,South Cascades -- Goat Rocks,"5.2 miles, roundtrip",1700,5970.0,4.08,Summits,"This short and sweet little hike to Round Mountain offers nice views, and a good half-day hike for those looking to explore the Goat Rocks Wilderness while staying at a nearby resort. Alternatively, you can tack it onto a longer day, make it a thru-hike, or even a side trip while hiking the PCT. For such a low-key destination, it’s remarkably accessible.",roundtrip,5.2,South Cascades,1604
318,Round Mountain,South Cascades -- Goat Rocks,"5.2 miles, roundtrip",1700,5970.0,4.08,Dogs allowed on leash,"This short and sweet little hike to Round Mountain offers nice views, and a good half-day hike for those looking to explore the Goat Rocks Wilderness while staying at a nearby resort. Alternatively, you can tack it onto a longer day, make it a thru-hike, or even a side trip while hiking the PCT. For such a low-key destination, it’s remarkably accessible.",roundtrip,5.2,South Cascades,1605
319,Ruby Mountain,North Cascades -- North Cascades Highway - Hwy 20,"17.0 miles, roundtrip",6300,7408.0,3.57,Mountain views,"Ruby Mountain is a 7408 foot peak in the center of the North Cascades. It has one of the best panoramic views of the lakes, snow-capped peaks and glaciers of the North Cascades National Park.",roundtrip,17.0,North Cascades,1606
319,Ruby Mountain,North Cascades -- North Cascades Highway - Hwy 20,"17.0 miles, roundtrip",6300,7408.0,3.57,Dogs allowed on leash,"Ruby Mountain is a 7408 foot peak in the center of the North Cascades. It has one of the best panoramic views of the lakes, snow-capped peaks and glaciers of the North Cascades National Park.",roundtrip,17.0,North Cascades,1607
319,Ruby Mountain,North Cascades -- North Cascades Highway - Hwy 20,"17.0 miles, roundtrip",6300,7408.0,3.57,Summits,"Ruby Mountain is a 7408 foot peak in the center of the North Cascades. It has one of the best panoramic views of the lakes, snow-capped peaks and glaciers of the North Cascades National Park.",roundtrip,17.0,North Cascades,1608
319,Ruby Mountain,North Cascades -- North Cascades Highway - Hwy 20,"17.0 miles, roundtrip",6300,7408.0,3.57,Established campsites,"Ruby Mountain is a 7408 foot peak in the center of the North Cascades. It has one of the best panoramic views of the lakes, snow-capped peaks and glaciers of the North Cascades National Park.",roundtrip,17.0,North Cascades,1609
319,Ruby Mountain,North Cascades -- North Cascades Highway - Hwy 20,"17.0 miles, roundtrip",6300,7408.0,3.57,Ridges/passes,"Ruby Mountain is a 7408 foot peak in the center of the North Cascades. It has one of the best panoramic views of the lakes, snow-capped peaks and glaciers of the North Cascades National Park.",roundtrip,17.0,North Cascades,1610
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Ridges/passes,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1611
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Wildlife,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1612
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Summits,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1613
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Rivers,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1614
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Wildflowers/Meadows,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1615
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Mountain views,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1616
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Dogs allowed on leash,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1617
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Established campsites,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1618
320,Salmo-Priest Loop,Eastern Washington -- Selkirk Range,"19.0 miles, roundtrip",3400,6480.0,3.44,Old growth,"Hike into the heart of Colville's Salmo-Priest Wilderness -- so remote that even grizzly bears have been spotted here. This is high country, with some of the most impressive old growth stands this side of the Cascades. You'll experience old growth cedar, moss, ferns and wildflowers galore. But the vistas are pure Inland Northwest - vast views of the Selkirks and the Upper Priest River Valley.",roundtrip,19.0,Eastern Washington,1619
321,Sauk Mountain,North Cascades -- North Cascades Highway - Hwy 20,"4.2 miles, roundtrip",1200,5500.0,4.46,Wildflowers/Meadows,"A popular trail with great views of the Sauk and Skagit river valleys, Cascade mountain peaks, and on a good clear day, the Olympics and San Juan Islands. There will also be plenty of wildflowers to please photographers and hiking plant nerds alike.",roundtrip,4.2,North Cascades,1620
321,Sauk Mountain,North Cascades -- North Cascades Highway - Hwy 20,"4.2 miles, roundtrip",1200,5500.0,4.46,Mountain views,"A popular trail with great views of the Sauk and Skagit river valleys, Cascade mountain peaks, and on a good clear day, the Olympics and San Juan Islands. There will also be plenty of wildflowers to please photographers and hiking plant nerds alike.",roundtrip,4.2,North Cascades,1621
321,Sauk Mountain,North Cascades -- North Cascades Highway - Hwy 20,"4.2 miles, roundtrip",1200,5500.0,4.46,Dogs allowed on leash,"A popular trail with great views of the Sauk and Skagit river valleys, Cascade mountain peaks, and on a good clear day, the Olympics and San Juan Islands. There will also be plenty of wildflowers to please photographers and hiking plant nerds alike.",roundtrip,4.2,North Cascades,1622
321,Sauk Mountain,North Cascades -- North Cascades Highway - Hwy 20,"4.2 miles, roundtrip",1200,5500.0,4.46,Summits,"A popular trail with great views of the Sauk and Skagit river valleys, Cascade mountain peaks, and on a good clear day, the Olympics and San Juan Islands. There will also be plenty of wildflowers to please photographers and hiking plant nerds alike.",roundtrip,4.2,North Cascades,1623
322,Robinson Canyon - Ainsley Canyon,Central Washington -- Yakima,"10.0 miles, roundtrip",1200,3400.0,3.29,Wildflowers/Meadows,"This is a gem of a hike, providing you easy access to the best of the best of the rich L. T. Murray State Wildlife Recreation Area.",roundtrip,10.0,Central Washington,1624
322,Robinson Canyon - Ainsley Canyon,Central Washington -- Yakima,"10.0 miles, roundtrip",1200,3400.0,3.29,Wildlife,"This is a gem of a hike, providing you easy access to the best of the best of the rich L. T. Murray State Wildlife Recreation Area.",roundtrip,10.0,Central Washington,1625
322,Robinson Canyon - Ainsley Canyon,Central Washington -- Yakima,"10.0 miles, roundtrip",1200,3400.0,3.29,Good for kids,"This is a gem of a hike, providing you easy access to the best of the best of the rich L. T. Murray State Wildlife Recreation Area.",roundtrip,10.0,Central Washington,1626
322,Robinson Canyon - Ainsley Canyon,Central Washington -- Yakima,"10.0 miles, roundtrip",1200,3400.0,3.29,Dogs allowed on leash,"This is a gem of a hike, providing you easy access to the best of the best of the rich L. T. Murray State Wildlife Recreation Area.",roundtrip,10.0,Central Washington,1627
322,Robinson Canyon - Ainsley Canyon,Central Washington -- Yakima,"10.0 miles, roundtrip",1200,3400.0,3.29,Rivers,"This is a gem of a hike, providing you easy access to the best of the best of the rich L. T. Murray State Wildlife Recreation Area.",roundtrip,10.0,Central Washington,1628
323,Sauk Lake,North Cascades -- North Cascades Highway - Hwy 20,"6.0 miles, roundtrip",2100,5200.0,2.0,Wildflowers/Meadows,"You’ve done Sauk Mountain and marveled at the fabulous views, now hike down to the delightful little lake you see from the top! The trail is a bit rough and overgrown, but the lake is a quiet alternative to the busy trail above.",roundtrip,6.0,North Cascades,1629
